Team Number,Match Number,Alliance Color,Scouter Name,Competition,Starting Position,Auto Notes in Speaker,Auto Notes in Amp,Auto Pickup Location,Tele Notes in Speaker,Tele Notes in Amp,Notes in Trap,Where Notes Scored,Climb,Driver Confidence,Intake Preference,Disabled,Defense Ratiing,Comments
5096,70,"""Red""","""Casey Frahmann 6421""",2024wimi,3,1,0,None,0,3,0,"""Subwoofer""","""Parked""",2,"""Ground""","""No""",0,"""Amp scoring mostly, attempted speaker"""
5096,76,"""Blue""","""Dhakshesh K 5148""",2024wimi,4,0,0,None,0,3,0,None,"""Not Attempted""",2,"""Source(Fed By Human Player)""","""No""",2,"""Attempted to score in speaker but missed and moves onto amp. jerky movements when driving"""
5096,90,"""Blue""","""Nikolae Munguia 6381""",2024wimi,4,1,0,None,0,1,0,None,"""Not Attempted""",3,"""Ground""","""No""",0,"""Didn't preform well, mainly went for amp, but failed most of their attempts."""
5148,7,"""Red""","""Ethan 930""",2024wimi,4,1,0,None,2,0,0,"""Subwoofer""","""Harmonized""",1,"""Ground""","""No""",0,"""Take a few times to intake note."""
5148,13,"""Red""","""Luke 5148 New Berlin Blitz""",2024wimi,1,0,0,None,1,0,0,"""Center Line""","""Single Climb""",2,"""Ground""","""No""",1,""""""
5148,22,"""Red""","""Madalynn 930""",2024wimi,1,0,0,None,4,0,0,"""Podium""","""Not Attempted""",1,"""Ground""","""No""",0,""""""
5148,29,"""Blue""","""Aidan 6421""",2024wimi,4,1,0,None,3,0,0,None,"""Not Attempted""",2,"""Ground""","""No""",0,""""""
5148,40,"""Red""","""Landon 6381""",2024wimi,4,0,0,None,0,0,0,None,"""Not Attempted""",3,"""Ground""","""Yes - Rest Of Match""",1,""""""
5148,47,"""Red""","""Ava H 930""",2024wimi,2,0,0,None,0,0,0,None,"""Not Attempted""",3,"""Ground""","""No""",1,""""""
5148,56,"""Red""","""Liam 6421""",2024wimi,2,1,0,None,2,0,0,"""Subwoofer""","""Parked""",2,"""Ground""","""No""",0,""""""
5148,65,"""Blue""","""Alayna 6421""",2024wimi,4,1,0,None,5,0,0,"""Subwoofer""","""Not Attempted""",1,"""Ground""","""No""",0,""""""
5148,74,"""Blue""","""Olive 6381""",2024wimi,4,1,0,None,5,0,0,"""Subwoofer""","""Harmonized""",2,"""Ground""","""No""",0,""""""
5148,81,"""Blue""","""Liam 6421""",2024wimi,4,0,0,None,0,0,0,None,"""Not Attempted""",3,Neither,"""Yes - Rest Of Match""",0,"""Had issues before the match started, then turned their robot off and tucked it into the corner"""
5586,3,"""Red""","""Ethan 930""",2024wimi,4,0,0,None,0,4,0,"""Wing""","""Parked""",3,"""Ground""","""No""",0,"""They broke there intake."""
5586,19,"""Red""","""Madalynn 930""",2024wimi,1,0,0,None,0,1,0,"""Podium""","""Not Attempted""",2,"""Ground""","""No""",2,""""""
5586,28,"""Red""","""Logan K 930""",2024wimi,1,0,0,None,1,1,0,"""Subwoofer""","""Parked""",2,"""Ground""","""No""",0,"""Possessed a lot of notes but didn't score much"""
5586,38,"""Blue""","""Liam 6421""",2024wimi,3,3,0,"""Wing""",0,3,0,"""Subwoofer""","""Parked""",3,"""Ground""","""No""",0,"""Seemed disoriented"""
5586,48,"""Red""","""Ava H 930""",2024wimi,3,0,0,None,2,3,0,"""Subwoofer""","""Not Attempted""",2,"""Ground""","""Yes - Part Of Match""",0,""""""
5586,60,"""Blue""","""Eirian 930""",2024wimi,4,0,0,None,0,6,0,"""Subwoofer""","""Parked""",2,"""Ground""","""No""",0,"""Good amp bot"""
5586,66,"""Blue""","""AQ 6421""",2024wimi,4,0,0,None,0,4,0,None,"""Not Attempted""",2,"""Ground""","""No""",0,"""slow, align with amp failed"""
5586,79,"""Blue""","""Olive 6381""",2024wimi,4,0,0,None,0,1,0,None,"""Parked""",3,"""Ground""","""No""",2,""""""
5586,89,"""Blue""","""Liam 6421""",2024wimi,4,0,0,None,0,0,0,None,"""Parked""",3,Neither,"""No""",1,""""""
6223,1,"""Blue""","""6421 K""",2024wimi,3,0,0,None,4,0,0,"""Subwoofer""","""Single Climb""",3,"""Ground""","""No""",0,""""""
6223,8,"""Blue""","""Asher  v, 930""",2024wimi,2,0,0,None,6,0,0,"""Podium""","""Not Attempted""",2,"""Ground""","""No""",0,""""""
6223,15,"""Red""","""""",2024wimi,4,2,0,"""Wing""",3,0,0,None,"""Not Attempted""",2,Neither,"""No""",1,""""""
6223,41,"""Red""","""Jay 1675""",2024wimi,3,0,1,None,0,4,0,"""Wing"", ""Center Line""","""Single Climb""",2,"""Ground""","""No""",0,"""Was very quick to scoring and managed to climb"""
6223,50,"""Red""","""Alex 6421""",2024wimi,2,1,0,None,5,0,0,"""Subwoofer""","""Attempted But Failed""",2,"""Ground""","""Yes - Rest Of Match""",0,""""""
6223,62,"""Red""","""Ashley kohls 930""",2024wimi,3,2,0,"""Wing""",5,0,0,"""Subwoofer""","""Harmonized""",1,"""Ground""","""No""",0,""""""
6223,71,"""Blue""","""AQ 6421""",2024wimi,2,2,0,"""Wing""",6,0,0,"""Subwoofer""","""Parked""",2,"""Ground""","""No""",0,""""""
6223,80,"""Blue""","""Liam 6421""",2024wimi,4,1,0,"""Wing""",3,0,0,"""Subwoofer""","""Single Climb""",2,"""Ground""","""No""",0,"""Bumpers must be in full and flush with the Subwoofer to score"""
6223,89,"""Red""","""Ellen Halvorsen 6381""",2024wimi,4,2,0,"""Wing""",4,0,0,"""Subwoofer""","""Not Attempted""",2,"""Ground""","""No""",2,"""There was a note stuck on their wheel at the end"""
6381,2,"""Red""","""Lukas Tonkovic""",2024wimi,2,1,0,None,4,0,0,"""Podium"", ""Wing"", ""Center Line""","""Single Climb""",2,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,""""""
6381,18,"""Red""","""Aidan L 6421""",2024wimi,3,1,0,"""Wing""",2,0,0,"""Wing""","""Attempted But Failed""",2,"""Ground""","""No""",0,""""""
6381,25,"""Red""","""""",2024wimi,1,0,1,None,2,0,0,"""Wing""","""Single Climb""",1,"""Ground""","""No""",0,""""""
6381,36,"""Blue""","""Kai 1675""",2024wimi,2,0,0,None,7,0,0,"""Subwoofer""","""Harmonized""",1,"""Ground""","""No""",1,""""""
6381,44,"""Red""","""Lawson 930""",2024wimi,2,1,0,"""Center Line""",8,0,0,"""Subwoofer""","""Parked""",1,"""Ground""","""No""",0,""""""
6381,52,"""Red""","""Nathan 930""",2024wimi,2,1,0,"""Center Line""",9,0,0,"""Subwoofer""","""Parked""",1,"""Ground""","""No""",0,"""Only missed one shot.  """
6381,58,"""Red""","""Ashley kohls 930""",2024wimi,1,0,0,None,0,3,0,None,"""Attempted But Failed""",2,"""Ground""","""No""",0,""""""
6381,64,"""Red""","""""",2024wimi,3,0,0,None,0,0,0,None,"""Single Climb""",3,Neither,"""No""",2,""""""
6381,74,"""Blue""","""Richard 6421""",2024wimi,2,1,0,None,4,1,0,None,"""Not Attempted""",1,"""Ground""","""Yes - Part Of Match""",0,""""""
6381,82,"""Blue""","""Liam 6421""",2024wimi,1,0,0,None,0,0,0,None,"""Not Attempted""",1,Neither,"""No""",0,""""""
6381,84,"""Blue""","""Liam 6421""",2024wimi,3,1,0,None,6,0,0,"""Subwoofer""","""Not Attempted""",1,"""Ground""","""No""",0,"""Defensed on by 6421\nContacted 8847"""
6421,6,"""Blue""","""Leonardo 5148""",2024wimi,1,6,0,"""Center Line""",3,0,0,None,"""Attempted But Failed""",2,"""Ground""","""No""",0,"""very close note shooting, almost making it into the speaker. missing one climber to fully climb"""
6421,17,"""Blue""","""KP 6421""",2024wimi,1,1,0,"""Center Line""",1,4,0,"""Subwoofer""","""Single Climb""",1,"""Ground""","""No""",0,""""""
6421,23,"""Red""","""Madalynn 930""",2024wimi,1,0,0,None,4,0,0,"""Wing""","""Parked""",2,"""Ground""","""No""",1,""""""
6421,29,"""Blue""","""Kai 1675""",2024wimi,4,1,0,None,2,0,0,"""Subwoofer""","""Not Attempted""",3,"""Ground""","""No""",0,""""""
6421,54,"""Blue""","""Liam 6421""",2024wimi,3,2,0,"""Wing"", ""Center Line""",3,5,0,"""Subwoofer"", ""Wing""","""Parked""",1,"""Ground""","""No""",0,"""Yay!!!\nQuick cycles\nAuto is reliable"""
6421,63,"""Red""","""Alex 6421""",2024wimi,3,3,0,"""Wing""",0,4,0,"""Subwoofer"", ""Podium""","""Parked""",2,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,""""""
6421,70,"""Red""","""Noah 1675""",2024wimi,3,1,0,"""Wing""",4,4,0,"""Subwoofer"", ""Podium""","""Parked""",1,"""Ground""","""No""",0,""""""
6421,77,"""Red""","""""",2024wimi,3,1,0,"""Wing""",1,2,0,"""Subwoofer""","""Not Attempted""",2,"""Ground""","""No""",2,""""""
6421,84,"""Red""","""Kabao 6381""",2024wimi,4,0,0,None,0,0,0,None,"""Not Attempted""",3,Neither,"""No""",1,""""""
6574,5,"""Red""","""Ethan 930""",2024wimi,2,0,0,None,0,0,0,"""Wing""","""Single Climb""",3,"""Ground""","""No""",0,"""They were over shooting the Amp and launching notes out of arena."""
6574,15,"""Red""","""Luke Genatiempo 5148 New Berlin Blitz""",2024wimi,1,0,1,None,0,4,0,"""Center Line""","""Harmonized""",2,"""Source(Fed By Human Player)""","""No""",0,""""""
6574,27,"""Red""","""Jay 1675""",2024wimi,1,0,0,None,2,2,0,"""Podium"", ""Wing""","""Single Climb""",2,"""Ground""","""No""",0,"""Decent at scoring for amp and speaker\n"""
6574,34,"""Blue""","""Liam 6421""",2024wimi,3,1,0,None,1,0,0,"""Subwoofer""","""Not Attempted""",3,Neither,"""No""",0,"""Made a noodle! Out of a Note! Twice!\n"""
6574,41,"""Red""","""Casey Frahmann 6421""",2024wimi,3,1,0,None,3,3,0,"""Subwoofer"", ""Podium"", ""Wing"", ""Center Line""","""Not Attempted""",1,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,"""Very good at scoring, missed only a few times"""
6574,47,"""Blue""","""Susheel Kumar Kata 5148""",2024wimi,1,0,0,None,1,2,0,None,"""Parked""",2,Neither,"""No""",0,""""""
6574,62,"""Blue""","""Michael 1675""",2024wimi,3,0,0,None,3,5,0,"""Subwoofer"", ""Wing"", ""Center Line""","""Single Climb""",1,"""Ground""","""No""",0,""""""
6574,68,"""Blue""","""Ava H 930""",2024wimi,3,0,0,None,2,6,0,"""Subwoofer""","""Not Attempted""",2,"""Ground""","""No""",0,""""""
6574,78,"""Red""","""""",2024wimi,1,0,0,None,2,2,0,None,"""Not Attempted""",2,"""Ground""","""No""",0,""""""
6574,86,"""Red""","""Kabao 6381""",2024wimi,4,1,0,None,3,2,0,None,"""Not Attempted""",1,"""Ground""","""No""",0,""""""
6643,3,"""Blue""","""Asher v BEARS 930""",2024wimi,4,1,0,None,1,2,0,"""Subwoofer"", ""Wing""","""Parked""",1,"""Ground"", ""Source(Fed By Human Player)""","""Yes - Part Of Match""",0,""""""
6643,23,"""Blue""","""Richard 6421""",2024wimi,2,1,0,None,1,1,0,None,"""Not Attempted""",2,"""Ground""","""No""",0,""""""
6643,34,"""Red""","""Landon 6381""",2024wimi,2,0,0,None,0,0,0,None,"""Not Attempted""",3,Neither,"""No""",0,""""""
6643,41,"""Red""","""Kabao 6381""",2024wimi,1,0,0,None,0,0,0,None,"""Parked""",3,Neither,"""No""",0,""""""
6643,53,"""Red""","""Nathan 930""",2024wimi,2,1,0,"""Wing""",0,4,0,"""Wing""","""Parked""",1,"""Ground""","""No""",0,"""Very slow bot but able to score in AMP.  """
6643,59,"""Blue""","""Eirian  W 930""",2024wimi,4,0,0,None,0,0,0,None,"""Not Attempted""",3,Neither,"""No""",0,"""They were not moving for the whole match but not disabled."""
6643,65,"""Blue""","""AQ 6421""",2024wimi,2,1,0,None,0,3,0,None,"""Not Attempted""",2,Neither,"""Yes - Rest Of Match""",0,"""Only amp, slow cycle"""
6643,79,"""Blue""","""Richard 6421""",2024wimi,2,1,0,None,3,0,0,"""Subwoofer""","""Not Attempted""",2,"""Ground""","""No""",0,""""""
6643,85,"""Blue""","""Liam 6421""",2024wimi,2,1,0,"""Wing""",0,2,0,"""Subwoofer""","""Parked""",3,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,"""Auto: tried to get the Podium note, but shot it out of their intake\nHad a note stolen from intake"""
6823,3,"""Red""","""Nathan 6421""",2024wimi,2,0,0,None,9,0,0,"""Wing""","""Single Climb""",2,"""Ground""","""No""",0,""""""
6823,11,"""Blue""","""Everett Hilby 5148""",2024wimi,3,1,0,None,3,0,0,"""Subwoofer""","""Single Climb""",2,"""Ground""","""No""",0,""""""
6823,26,"""Red""","""Nathan 6421""",2024wimi,4,1,0,None,4,0,0,"""Wing""","""Attempted But Failed""",2,"""Ground""","""No""",0,""""""
6823,32,"""Blue""","""Kai 1675""",2024wimi,4,0,0,None,5,0,0,"""Wing""","""Parked""",1,"""Ground""","""No""",1,""""""
6823,38,"""Red""","""Landon 6381""",2024wimi,3,0,0,None,1,1,0,"""Subwoofer""","""Single Climb""",2,"""Ground""","""No""",1,""""""
6823,55,"""Blue""","""Liam 6421""",2024wimi,1,0,0,None,0,0,0,None,"""Not Attempted""",1,Neither,"""No""",0,""""""
6823,64,"""Blue""","""AQ 6421""",2024wimi,4,1,0,None,9,0,0,"""Podium""","""Single Climb""",1,"""Ground""","""No""",0,"""real quick cycle"""
6823,73,"""Blue""","""Shake hash K 5148""",2024wimi,2,0,0,None,4,0,0,"""Subwoofer""","""Not Attempted""",2,"""Ground""","""No""",1,"""Missed a few shots into speaker by shooting too early. manipulator controller may not be very confident"""
6823,90,"""Red""","""Kabao 6381""",2024wimi,4,1,0,None,6,0,0,"""Subwoofer""","""Single Climb""",1,"""Ground""","""No""",0,""""""
7103,4,"""Blue""","""Aidan 6421""",2024wimi,4,2,0,"""Wing"", ""Center Line""",5,0,0,None,"""Parked""",1,Neither,"""No""",2,""""""
7103,13,"""Blue""","""Keegan 930""",2024wimi,3,2,0,None,6,0,0,"""Subwoofer"", ""Podium"", ""Wing""","""Parked""",1,"""Ground""","""No""",0,"""Tried trap """
7103,39,"""Blue""","""Olive Lensink 6381""",2024wimi,1,0,0,None,6,0,0,"""Podium""","""Not Attempted""",1,"""Ground""","""No""",0,""""""
7103,49,"""Red""","""Alex 6421""",2024wimi,4,1,0,"""Wing"", ""Center Line""",7,0,0,"""Subwoofer""","""Not Attempted""",1,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,""""""
7103,59,"""Red""","""Noah Dinan 1675""",2024wimi,3,1,0,"""Wing"", ""Center Line""",8,0,0,"""Subwoofer""","""Parked""",1,"""Ground""","""No""",0,""""""
7103,68,"""Red""","""Casey Frahmann 6421""",2024wimi,3,1,0,"""Wing""",2,0,0,"""Subwoofer""","""Parked""",1,"""Ground""","""No""",0,""""""
7103,81,"""Red""","""Rishi Jangam 5148""",2024wimi,3,4,0,"""Wing"", ""Center Line""",7,0,0,"""Subwoofer"", ""Wing""","""Not Attempted""",2,"""Ground""","""No""",0,"""There was a little miscommunication going on with the drivers"""
7103,90,"""Red""","""Ellen Halvorsen 6381""",2024wimi,3,5,0,"""Wing"", ""Center Line""",1,0,0,"""Wing""","""Parked""",2,"""Ground""","""No""",1,""""""
7900,6,"""Red""","""Lukas Tonkovic 5148""",2024wimi,4,0,0,None,1,0,0,"""Wing""","""Not Attempted""",3,"""Ground""","""No""",0,""""""
7900,15,"""Blue""","""AQ6421""",2024wimi,2,1,0,None,1,0,0,"""Subwoofer""","""Single Climb""",2,"""Ground""","""No""",0,"""no accuracy"""
7900,21,"""Blue""","""Richard 6421""",2024wimi,4,0,0,None,1,0,0,None,"""Single Climb""",3,"""Ground""","""No""",0,""""""
7900,32,"""Blue""","""Aidan 6421""",2024wimi,1,0,0,None,0,0,0,None,"""Harmonized""",3,"""Ground""","""No""",0,""""""
7900,49,"""Blue""","""Nikolae Munguia 6381""",2024wimi,1,0,0,None,3,0,0,"""Subwoofer""","""Single Climb""",3,"""Ground""","""No""",0,"""good performance, scored multiple notes and c\nclimbed, but had a weak auto and was outperformed by its teammates"""
7900,56,"""Blue""","""Logan W 930""",2024wimi,4,1,0,None,2,0,0,"""Subwoofer""","""Single Climb""",3,"""Ground""","""No""",0,"""Had troubles for lining up shots for the speaker and intake had trouble at times picking up a note. Also had a good climb that was able to adapt to having a robot  already on the chain."""
7900,70,"""Red""","""Asher verlee 930""",2024wimi,4,0,0,None,0,0,0,None,"""Not Attempted""",3,"""Ground""","""Yes - Part Of Match""",0,""""""
7900,79,"""Red""","""Casey Frahmann 6421""",2024wimi,1,0,0,None,1,0,0,"""Subwoofer""","""Not Attempted""",3,Neither,"""No""",0,"""Slow moving, infrequent firing"""
7900,86,"""Red""","""Eirian 930""",2024wimi,2,0,0,None,5,0,0,"""Subwoofer"", ""Podium""","""Parked""",1,"""Ground""","""No""",0,""""""
8029,7,"""Blue""","""Leonardo 5148""",2024wimi,3,1,0,None,0,0,0,None,"""Not Attempted""",2,"""Ground""","""No""",2,""""""
8029,14,"""Red""","""Everett Hilby 5148""",2024wimi,3,0,0,None,0,0,0,None,"""Single Climb""",1,"""Neither""","""No""",1,""""""
8029,36,"""Red""","""Landon 6381""",2024wimi,3,1,0,"""Wing""",4,0,0,"""Subwoofer""","""Not Attempted""",2,"""Ground""","""No""",0,""""""
8029,43,"""Red""","""Jay 1675""",2024wimi,4,0,0,None,0,3,0,"""Wing"", ""Center Line""","""Single Climb""",3,Neither,"""No""",0,"""Had a bit of trouble scoring but did decent overall"""
8029,49,"""Red""","""Ellen Halvorsen 6381""",2024wimi,3,1,0,"""Wing""",0,0,0,None,"""Not Attempted""",2,"""Ground""","""No""",0,"""I believe there was a note stuck under the robot so they couldn't do much"""
8029,57,"""Red""","""Alex 6421""",2024wimi,2,0,0,None,2,0,0,"""Subwoofer""","""Parked""",3,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,""""""
8029,71,"""Blue""","""Ava H 930""",2024wimi,3,2,0,"""Wing""",1,0,0,"""Subwoofer""","""Not Attempted""",3,"""Ground""","""Yes - Part Of Match""",0,""""""
8029,77,"""Red""","""Richard 6421""",2024wimi,1,1,0,None,2,0,0,None,"""Not Attempted""",3,"""Ground""","""No""",0,""""""
8029,85,"""Red""","""""",2024wimi,3,0,0,None,4,0,0,None,"""Not Attempted""",2,Neither,"""No""",0,""""""
8096,8,"""Blue""","""Leonardo 5148""",2024wimi,3,2,0,None,0,1,0,"""Subwoofer""","""Single Climb""",1,"""Ground""","""No""",0,""""""
8096,17,"""Blue""","""""",2024wimi,1,0,0,"""Center Line""",2,0,0,"""Podium"", ""Wing""","""Single Climb""",2,"""Ground""","""No""",0,"""Scored few notes"""
8096,25,"""Red""","""Nathan 6421""",2024wimi,3,3,0,"""Wing""",1,3,0,"""Wing""","""Parked""",3,"""Ground""","""No""",0,""""""
8096,34,"""Red""","""Jay 1675""",2024wimi,3,0,2,"""Center Line""",0,0,0,None,"""Parked""",2,"""Ground""","""No""",0,"""Struggled to pick up notes the entire match\n"""
8096,43,"""Red""","""Ava H 930""",2024wimi,3,4,0,"""Wing"", ""Center Line""",0,2,0,"""Subwoofer"", ""Podium""","""Parked""",1,"""Ground""","""No""",0,"""Very fast at first, and very good auto, but halfway through the game they were having problems moving (they were moving very slow) so parked the rest of match """
8096,49,"""Red""","""Logan W 930""",2024wimi,4,2,0,"""Center Line""",4,0,0,"""Podium""","""Single Climb""",2,"""Ground""","""No""",0,"""Some trouble intaking against the wall and had a very accurate shooter from the podium"""
8096,55,"""Red""","""Nathan 930""",2024wimi,3,4,0,"""Wing"", ""Center Line""",0,0,0,"""Subwoofer"", ""Wing""","""Parked""",1,"""Ground""","""No""",1,"""Got a note a note stuck and couldn't get it off for the whole match.  """
8096,66,"""Red""","""Casey Frahmann 6421""",2024wimi,3,1,0,"""Center Line""",1,6,1,"""Subwoofer""","""Single Climb""",1,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,"""Overall great robot, good auto, amp scoring, and speaker"""
8096,75,"""Red""","""Aidan L 6421""",2024wimi,3,1,0,None,1,2,0,"""Wing""","""Single Climb""",1,"""Source(Fed By Human Player)""","""No""",1,""""""
8096,83,"""Blue""","""Leonardo 5148""",2024wimi,3,3,0,"""Center Line""",4,2,0,"""Subwoofer"", ""Podium"", ""Wing"", ""Center Line""","""Harmonized""",2,"""Ground""","""No""",0,""""""
8531,1,"""Red""","""""",2024wimi,3,1,0,None,3,0,0,"""Subwoofer""","""Parked""",2,"""Ground""","""No""",1,""""""
8531,19,"""Red""","""Noah Dinan 1675""",2024wimi,4,2,0,None,1,0,0,"""Subwoofer""","""Parked""",3,"""Ground""","""No""",1,""""""
8531,19,"""Red""","""Aidan L 6421""",2024wimi,3,1,0,"""Wing"", ""Center Line""",1,0,0,"""Wing""","""Not Attempted""",3,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,""""""
8531,28,"""Red""","""Kai 1675""",2024wimi,2,0,0,None,3,0,0,"""Subwoofer""","""Parked""",3,"""Ground""","""No""",0,""""""
8531,38,"""Red""","""Casey Frahmann 6421""",2024wimi,3,0,0,None,1,0,0,"""Subwoofer""","""Parked""",3,"""Ground""","""No""",0,""""""
8531,46,"""Red""","""Kabao 6381""",2024wimi,2,1,0,None,5,0,0,"""Subwoofer""","""Parked""",1,"""Ground""","""No""",0,""""""
8531,56,"""Red""","""Alex 6421""",2024wimi,3,1,0,"""Wing""",5,0,0,"""Subwoofer""","""Parked""",1,"""Ground""","""No""",0,""""""
8531,72,"""Red""","""Asher v 930""",2024wimi,4,0,0,None,1,0,0,None,"""Not Attempted""",3,"""Ground""","""No""",0,""""""
8531,78,"""Blue""","""Dhakshesh K 5148""",2024wimi,3,1,0,"""Wing""",0,0,0,None,"""Not Attempted""",3,"""Ground""","""No""",2,"""Note got stuck in robot so they played defense. quite good at defense and keeping the red Alliance from scoring. pushed the other robots when they attempted to score and guided the source"""
8531,84,"""Blue""","""Leonardo 5148""",2024wimi,2,1,0,None,2,0,0,"""Subwoofer""","""Parked""",2,"""Ground""","""No""",0,""""""
8701,1,"""Blue""","""Asher verlee , bears 930""",2024wimi,1,1,0,"""Wing""",3,0,0,"""Subwoofer""","""Single Climb""",2,"""Ground""","""No""",0,""""""
8701,11,"""Blue""","""AQ 6421""",2024wimi,3,1,0,"""Wing""",2,0,0,"""Subwoofer""","""Single Climb""",2,"""Ground""","""No""",0,"""Not very accurate """
8701,20,"""Blue""","""Michael 1675""",2024wimi,3,2,0,"""Wing""",2,0,0,"""Wing"", ""Center Line""","""Single Climb""",1,"""Ground""","""No""",2,""""""
8701,28,"""Blue""","""6421 K""",2024wimi,1,0,0,None,0,0,0,None,"""Single Climb""",2,"""Neither""","""No""",0,""""""
8701,40,"""Red""","""Casey Frahmann 6421""",2024wimi,3,1,0,"""Center Line""",2,0,0,"""Subwoofer"", ""Center Line""","""Single Climb""",1,"""Ground""","""No""",2,"""something went later in the match"""
8701,50,"""Red""","""Nathan 930""",2024wimi,3,1,0,"""Wing""",1,0,0,"""Subwoofer""","""Single Climb""",3,"""Ground""","""No""",1,"""Had a hard time picking up notes.  """
8701,58,"""Blue""","""Nathan 6421""",2024wimi,3,1,0,None,0,0,0,None,"""Attempted But Failed""",2,"""Ground""","""No""",2,""""""
8701,65,"""Red""","""Asher v 930""",2024wimi,2,1,0,None,4,0,0,"""Subwoofer"", ""Podium""","""Single Climb""",1,"""Ground""","""No""",0,""""""
8701,75,"""Blue""","""Olive 6381""",2024wimi,3,3,0,"""Wing""",4,1,0,"""Podium"", ""Wing""","""Single Climb""",1,"""Ground""","""No""",0,""""""
8701,86,"""Red""","""Rishi Jangam 5148""",2024wimi,3,1,0,None,1,0,0,"""Subwoofer"", ""Wing""","""Harmonized""",3,"""Ground""","""No""",0,"""They could do better"""
8744,3,"""Red""","""Lukas Tonkovic 5148""",2024wimi,3,4,0,"""Wing""",2,0,0,"""Subwoofer"", ""Wing""","""Parked""",1,"""Ground""","""No""",0,""""""
8744,13,"""Blue""","""Everett Hilby 5148""",2024wimi,1,2,0,"""Wing""",2,0,0,"""Subwoofer"", ""Wing""","""Parked""",2,"""Ground""","""No""",0,""""""
8744,23,"""Blue""","""Zack k 930""",2024wimi,3,1,0,None,7,1,0,"""Subwoofer"", ""Podium"", ""Wing""","""Single Climb""",2,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,"""Very resilient"""
8744,33,"""Red""","""Jay 1675""",2024wimi,3,0,2,"""Center Line""",0,4,0,"""Podium"", ""Wing"", ""Center Line""","""Attempted But Failed""",3,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,"""Knew what they were doing but struggled a bit"""
8744,45,"""Red""","""Susheel Kumar Kata 5148""",2024wimi,1,0,0,"""Wing""",11,0,0,"""Wing""","""Not Attempted""",1,"""Ground""","""No""",0,""""""
8744,52,"""Blue""","""Logan W 930""",2024wimi,3,4,0,"""Wing""",6,0,0,"""Podium""","""Single Climb""",1,"""Ground""","""No""",0,"""Had a very accurate shooter and attempted amp. Overall performed very well."""
8744,58,"""Red""","""""",2024wimi,3,1,0,None,1,0,0,"""Subwoofer""","""Harmonized""",3,"""Ground""","""No""",0,""""""
8744,67,"""Blue""","""Ava H 930""",2024wimi,1,1,0,"""Wing""",8,0,0,"""Wing""","""Parked""",1,"""Ground""","""No""",0,""""""
8744,77,"""Red""","""Casey Frahmann 6421""",2024wimi,2,1,0,"""Center Line""",3,0,0,"""Subwoofer""","""Not Attempted""",3,"""Ground""","""No""",0,""""""
8744,88,"""Red""","""""",2024wimi,1,1,0,"""Center Line""",5,0,0,"""Subwoofer"", ""Podium"", ""Wing""","""Single Climb""",2,"""Ground""","""No""",0,""""""
8802,17,"""Blue""","""Michael 1675""",2024wimi,2,0,0,None,2,0,0,"""Subwoofer"", ""Center Line""","""Not Attempted""",3,"""Ground""","""Yes - Rest Of Match""",0,""""""
8802,26,"""Red""","""Logan K 930""",2024wimi,2,1,0,"""Wing""",1,0,0,"""Subwoofer""","""Not Attempted""",3,"""Ground""","""No""",1,"""Small robot was being thrown around and had trouble because of that"""
8802,35,"""Red""","""Jay 1675""",2024wimi,2,0,0,None,0,2,0,"""Wing""","""Parked""",2,"""Ground""","""No""",0,"""Struggled for the first half of the match, but made up for it for the rest of the match"""
8802,46,"""Red""","""Everett Hilby 5148""",2024wimi,4,0,0,None,5,0,0,"""Subwoofer""","""Not Attempted""",2,"""Ground""","""No""",0,""""""
8802,52,"""Blue""","""Nikolae Munguia 6381""",2024wimi,4,1,0,None,3,0,0,"""Subwoofer""","""Parked""",2,"""Ground""","""No""",0,"""preformed well, was able to score multiple times and park, but didn't have the best auto."""
8802,59,"""Red""","""Alayna 6421""",2024wimi,4,0,0,None,2,0,0,None,"""Parked""",3,"""Ground""","""No""",2,""""""
8802,65,"""Blue""","""Ava H 930""",2024wimi,3,1,0,None,5,0,0,"""Subwoofer""","""Parked""",2,"""Ground""","""No""",0,""""""
8802,78,"""Red""","""Casey Frahmann 6421""",2024wimi,4,0,0,None,5,0,0,"""Subwoofer""","""Parked""",1,"""Ground""","""Yes - Part Of Match""",0,"""shooter isn't very strong """
8802,89,"""Red""","""Whitaker 930""",2024wimi,2,1,0,None,6,0,0,"""Subwoofer""","""Parked""",3,"""Ground""","""No""",0,"""Fast and nimble but this made aiming difficult it seemed."""
8847,11,"""Red""","""Ramcharan 5148 New Berlin Blitz""",2024wimi,1,1,1,"""Center Line""",1,1,0,"""Podium"", ""Wing"", ""Center Line""","""Not Attempted""",1,"""Ground""","""No""",1,""""""
8847,35,"""Blue""","""Olive Lensink 6381""",2024wimi,4,1,0,"""Wing""",2,0,0,"""Subwoofer"", ""Wing""","""Harmonized""",3,"""Ground""","""No""",2,""""""
